Plant Name,Capacity (MW),Project Status,Year of Commission,Technology,State,Country,Region,Estimated Annual CO2 Emission from Power Generation (1000 ton),Deal type,FDI?,Investing Company,Investing Country Ownership %,FDI Deal Type,Involving Chinese Policy bank?,Lender,Borrower,Source ,,,,,,
Cattle Hill,144,Under Construction,2015,Wind,TAS,AUSTRALIA,Oceania,0,M&A,Yes,Xinjiang Goldwind Science & Technology (Goldwind),20,M&A,No,NA,NA,"http://www.goldwindaustralia.com/projects/planned/cattle-hill-wind-farm/ , https://cattlehillwindfarm.com/project/, https://www.power-technology.com/projects/cattle-hill-onshore-wind-farm/",,,,,,
Cauchari Solar 1,100,Under Construction,2019,Solar,Jujuy,ARGENTINA,LAC,0,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,http://www.bnamericas.com/news/electricpower/argentina-and-china-sign-3315mn-contract-to-finance-cauchari-solar-parks,,https://m.21jingji.com/article/20190219/herald/0249c003c0d8a550eb07aec39c3d7655.html?[id]=20190219/herald_163241.json,https://www.minhacienda.gob.ar/en/argentina-and-china-signed-the-first-agreement-at-a-preferential-rate-of-3/,,,
Cauchari Solar 2,200,Under Planning,Pending,Solar,Jujuy,ARGENTINA,LAC,0,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,http://www.bnamericas.com/news/electricpower/argentina-and-china-sign-3315mn-contract-to-finance-cauchari-solar-parks,,https://m.21jingji.com/article/20190219/herald/0249c003c0d8a550eb07aec39c3d7655.html?[id]=20190219/herald_163241.json,https://www.minhacienda.gob.ar/en/argentina-and-china-signed-the-first-agreement-at-a-preferential-rate-of-3/,,,
Celukan Bawang,426,In Operation,2015,Coal,Bali,INDONESIA,Southeast Asia,2148,FDI + Policy bank,Yes,China Huadian Corporation,100,Greenfield,Yes,CDB,Government,"https://www.sourcewatch.org/index.php/Celukan_Bawang_power_station#cite_note-Bali-4 , https://www.rambuenergy.com/2015/08/construction-of-celukan-bawang-coal-fired-power-plant-in-bali-completed/",,,,,,
Chacayes,111,In Operation,2011,Hydropower,VI Region,CHILE,LAC,0,Greenfield,Yes,State Power Investment Corporation,72.7,Greenfield,No,NA,NA,"http://pacifichydro.com/english/projects/chile/chacayes-hydro-plant/ , http://pacifichydro.com/wp-content/uploads/2013/01/Chacayesrun-of-river.pdf",,,,,,
Challicum Hills,52,In Operation,2003,Wind,VIC,AUSTRALIA,Oceania,0,Greenfield,Yes,State Power Investment Corporation,100,Greenfield,No,NA,NA,"https://en.wikipedia.org/wiki/Challicum_Hills_Wind_Farm , http://www.pacifichydro.com.au/english/projects/operations/challicum-hills-wind-farm/",,,,,,
Chapai Nawabganj,100,In Operation,2017,Oil,Rajshahi,BANGLADESH,South Asia,345,Greenfield,Yes,PowerChina,100,Greenfield,No,NA,NA,Platts,,,,,,
Chashma (Chasnupp) 2,325,In Operation,2012,Nuclear,Punjab,PAKISTAN,South Asia,0,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,http://finance.sina.com.cn/money/bank/20140103/021517828500.shtml,,https://idsa.in/idsacomments/ChashmaNuclearPowerPlantIIStartsOperation_cvsastry_040511,,,,
Chashma (Chasnupp) 3,340,In Operation,2016,Nuclear,Punjab,PAKISTAN,South Asia,0,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,http://finance.ifeng.com/roll/20100302/1875793.shtml,,,,,,
Chashma (Chasnupp) 4,340,In Operation,2017,Nuclear,Punjab,PAKISTAN,South Asia,0,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,http://finance.ifeng.com/roll/20100302/1875793.shtml,,,,,,
Chavantes,414,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,China Three Gorges Corporation,100,M&A,No,NA,NA,"https://www.ctgbr.com.br/en/portfolio-item/hydropower/ , http://globalenergyobservatory.org/geoid/43395","https://www.ctgbr.com.br/en/portfolio-item/hydropower/ , http://globalenergyobservatory.org/geoid/43395",,,,,
Chavuma Falls,14,Under Planning,Pending,Hydropower,North-Western,ZAMBIA,Africa,0,Greenfield,Yes,PowerChina,Not found,Greenfield,No,NA,NA,http://www.opppi.gov.zm/index.php/chavuma-chunda/86-chavuma-falls-14-mw-and-chanda-falls-1mw,,,,,,
Chelta River,9.3,Under Planning,Pending,Hydropower,Kakheti,GEORGIA,Europe/Central Asia,0,Greenfield,Yes,State Power Investment Corporation,Not found,Greenfield,No,NA,NA,http://documents.worldbank.org/curated/en/433451468757179351/pdf/265160PAPER0Pr1rticipation0in0power.pdf,,,,,,
Cherganovo,29,In Operation,2012,Solar,Stara-Zagora,BULGARIA,Europe/Central Asia,0,FDI + Policy bank,Yes,Hareon Solar,100,Greenfield,Yes,CDB,HareonAlpsHoldingAG(Bulgaria) 海润广伏(保加利亚),https://en.wikipedia.org/wiki/Pobeda_Solar_Park,,http://www.ne21.com/news/show-38172.html,,,,
Chibwenge,99,In Operation,2013,Hydropower,Kachin,MYANMAR,Southeast Asia,0,Greenfield,Yes,State Power Investment Corporation,80,Greenfield,No,NA,NA,http://www.uachc.com/ucan/node/239.aspx,,,,,,
Chihuahua-Iii,300,In Operation,2011,Gas,CHIH,MEXICO,LAC,732,M&A,Yes,China Huaneng Group,50,M&A,No,NA,NA,http://globalenergyobservatory.org/geoid/2660,http://globalenergyobservatory.org/geoid/2660,,,,,
China Power Hub,1320,Under Construction,2019,Coal,Balochistan,PAKISTAN,South Asia,6654,FDI + Policy bank,Yes,State Power Investment Corporation,74,Greenfield,Yes,CDB,Government,http://cpec.gov.pk/project-details/6,,http://en.people.cn/n3/2017/1025/c90000-9284714.html,,,,
Chittagong Coal-2,1320,Under Planning,Pending,Coal,Chittagong,BANGLADESH,South Asia,6654,Greenfield,Yes,China Huadian Corporation,Not found,Greenfield,No,NA,NA,"https://www.reuters.com/article/us-bangladesh-power-protest-idUSKBN15H0L3 , https://ejatlas.org/conflict/banshkhali-coal-power-station-chittagong-bangladesh",,,,,,
Christchurch Solar,18,In Operation,2015,Solar,Dorset,UK,Europe/Central Asia,0,Greenfield,Yes,Canadian Solar,100,Greenfield,No,NA,NA,,,,,,,
Cilacap Sumber,660,In Operation,2019,Coal,Central Java,INDONESIA,Southeast Asia,3327,Policy bank only,No,NA,NA,NA,Yes,CDB,Government,https://www.sourcewatch.org/index.php/Cilacap_Sumber_power_station,,,,,,
Clarke Creek Solar,315,Under Planning,Pending,Solar,QLD,AUSTRALIA,Oceania,0,Greenfield,Yes,State Power Investment Corporation,Not found,Greenfield,No,NA,NA,"http://www.pacifichydro.com.au/english/projects/development/clarke-creek-solar-farm/ , http://www.pacifichydro.com.au/files/2017/09/20190129-Clarke-Creek-Community-Update-Feb19.pdf",,,,,,
Clements Gap,57,In Operation,2010,Wind,SA,AUSTRALIA,Oceania,0,Greenfield,Yes,State Power Investment Corporation,100,Greenfield,No,NA,NA,"http://www.pacifichydro.com.au/english/projects/operations/clements-gap-wind-farm/?language=en , https://en.wikipedia.org/wiki/Clements_Gap_Wind_Farm , https://www.power-technology.com/projects/clemetsgapwindfarm/",,,,,,
Cloghboola,46,In Operation,2015,Wind,County Kerry,IRELAND,Europe/Central Asia,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,https://wallstreetcn.com/articles/280340,,,,,,
Coca Codo Sinclair,1506,In Operation,2016,Hydropower,Napo,ECUADOR,LAC,0,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,https://en.wikipedia.org/wiki/Coca_Codo_Sinclair_Dam,,,,,,
Cocais Grande,10,In Operation,2017,Hydropower,MG,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Codrington Victoria,18,In Operation,2016,Wind,VIC,AUSTRALIA,Oceania,0,M&A,Yes,State Power Investment Corporation,100,M&A,No,NA,NA,http://www.spic.com.cn/gjyw/qyfl/,,,,,,
Colmito,60,In Operation,2016,Oil,V Region,CHILE,LAC,208,M&A,Yes,State Power Investment Corporation,100,M&A,No,NA,NA,https://www.industryabout.com/country-territories-3/3006-chile/fossil-fuels-energy/51220-colmito-oil-power-plant,https://www.industryabout.com/country-territories-3/3006-chile/fossil-fuels-energy/51220-colmito-oil-power-plant,,,,,
Columbia Mojave-3,11,In Operation,2015,Solar,CA,USA,North America,0,M&A,Yes,Canadian Solar,100,M&A,No,NA,NA,,,,,,,
Coombe Solar,7,In Operation,2015,Solar,Devon,UK,Europe/Central Asia,0,Greenfield,Yes,Canadian Solar,100,Greenfield,No,NA,NA,,,,,,,
Coopcana,50,In Operation,2017,Biomass,PR,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://renewablesnow.com/news/brazils-aneel-okays-50-mw-turbines-at-bio-coopcana-biomass-tpp-374560/,https://renewablesnow.com/news/brazils-aneel-okays-50-mw-turbines-at-bio-coopcana-biomass-tpp-374560/,,,,,
Coppabella,158,Under Planning,Pending,Wind,NSW,AUSTRALIA,Oceania,0,Greenfield,Yes,Xinjiang Goldwind Science & Technology (Goldwind),Not found,Greenfield,No,NA,NA,http://www.coppabellawindfarm.com/wp-content/uploads/2019/01/Media-Release-Goldwinds-Coppabella-Wind-Farm-One-Step-Closer-to-Construction.pdf,,,,,,
Cornwall Trina,11,In Operation,2014,Solar,Cornwall,UK,Europe/Central Asia,0,Greenfield,Yes,Trina Solar,NA,Greenfield,No,NA,NA,,,,,,,
Corrente Grande,14,In Operation,2017,Hydropower,MG,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Coryton Intergen,775,In Operation,2011,Gas,Essex,UK,Europe/Central Asia,1845,M&A,Yes,China Huaneng Group,50,M&A,No,NA,NA,"http://www.chng.com.cn/n31533/n31685/n106253/n709042/index.html , https://www.industryabout.com/country-territories-3/725-england/fossil-fuels-energy/6573-coryton-gas-power-plant",,,,,,
Costa Branca,21,In Operation,2017,Wind,RN,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Coya,34,In Operation,2016,Hydropower,VI Region,CHILE,LAC,0,M&A,Yes,State Power Investment Corporation,100,M&A,No,NA,NA,http://www.spic.com.cn/gjyw/qyfl/,,,,,,
Cregganconroe,14,In Operation,2017,Wind,County Tyrone,UK,Europe/Central Asia,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,https://wallstreetcn.com/articles/280341,,,,,,
Crimson Solar,350,Under Planning,Pending,Solar,CA,USA,North America,0,Greenfield,Yes,Canadian Solar,Not found,Greenfield,No,NA,NA,https://recurrentenergy.com/portfolio/crimson/,,,,,,
Crowlands,80,Under Construction,2019,Wind,VIC,AUSTRALIA,Oceania,0,Greenfield,Yes,State Power Investment Corporation,100,Greenfield,No,NA,NA,"http://www.pacifichydro.com.au/files/2017/11/CRL-Fact-Sheet-About-the-Project.pdf , https://www.aussierenewables.com.au/directory/crowlands-wind-farm-149.html . http://en.spicoi.com/Mobile/Show/index/cid/13/id/154.html",,,,,,
Csj Tottori,27,In Operation,2017,Solar,Tottori,JAPAN,East Asia,0,Greenfield,Yes,Canadian Solar,100,Greenfield,No,NA,NA,,,,,,,
Ctg Jhampir 1,50,In Operation,2015,Wind,Sindh,PAKISTAN,South Asia,0,Greenfield,Yes,China Three Gorges Corporation,100,Greenfield,No,NA,NA,"http://ctgsail.com/bussiness/49.50-MW-TGF-WIND-FARM , https://renewablesnow.com/news/ctg-gets-ready-to-add-99-mw-of-wind-capacity-in-pakistan-report-531281/",,,,,,
Ctg Jhampir 2,50,In Operation,2018,Wind,Sindh,PAKISTAN,South Asia,0,Greenfield,Yes,China Three Gorges Corporation,100,Greenfield,No,NA,NA,"http://ctgsail.com/bussiness/99-MW-THREE-GORGES-2ND-AND-3RD-WIND-FARM , https://renewablesnow.com/news/ctg-gets-ready-to-add-99-mw-of-wind-capacity-in-pakistan-report-531281/",,,,,,
Ctg Jhampir 3,50,In Operation,2018,Wind,Sindh,PAKISTAN,South Asia,0,Greenfield,Yes,China Three Gorges Corporation,100,Greenfield,No,NA,NA,"http://ctgsail.com/bussiness/99-MW-THREE-GORGES-2ND-AND-3RD-WIND-FARM , https://renewablesnow.com/news/ctg-gets-ready-to-add-99-mw-of-wind-capacity-in-pakistan-report-531281/",,,,,,
Curtis Aplng,98,In Operation,2015,Gas,QLD,AUSTRALIA,Oceania,260,Greenfield,Yes,Sinopec,NA,Greenfield,No,NA,NA,,,,,,,
Curtis Qclng,28,In Operation,2014,Gas,QLD,AUSTRALIA,Oceania,73,Greenfield,Yes,China National Offshore Oil Corporation,NA,Greenfield,No,NA,NA,,,,,,,
Daesan Works-2 Gas,91,In Operation,2010,Gas,Chungcheongbuk-do,SOUTH KOREA,East Asia,271,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,"http://www.cgnne.com/encgnne/c100547/list_gcyw_zi02.shtml, http://www.cgnei.com/encgninde/inehg/enqqxm_list.shtml",,,,,,
Daesan Works-2 Oil,416,In Operation,2010,Oil,Chungcheongbuk-do,SOUTH KOREA,East Asia,1437,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,"http://www.cgnne.com/encgnne/c100547/list_gcyw_zi02.shtml, http://www.cgnei.com/encgninde/inehg/enqqxm_list.shtml",,,,,,
Daesan Works-3,1000,Under Planning,Pending,Gas,Chungcheongbuk-do,SOUTH KOREA,East Asia,2974,Greenfield,Yes,China General Nuclear Power Group,Not found,Greenfield,No,NA,NA,https://reconnectingasia.csis.org/database/projects/daesan-ii-combined-cycle-power-plant/69dd474d-2214-44ff-a083-94d3a9e11d66/,,,,,,
Dapein-1,240,In Operation,2010,Hydropower,Kachin,MYANMAR,Southeast Asia,0,Greenfield,Yes,Datang International Power Generation,Not Found,Greenfield,No,NA,NA,"https://www.adb.org/sites/default/files/project-documents/46389/46389-001-tacr-en_5.pdf , https://burmariversnetwork.org/title/dam-projects/tarpeindapein.html",,,,,,
Dapein-2,168,Under Planning,Pending,Hydropower,Kachin,MYANMAR,Southeast Asia,0,Greenfield,Yes,China Datang,Not found,Greenfield,No,NA,NA,"https://reconnectingasia.csis.org/database/projects/dapein-2/ad077a04-a18a-4f63-b24d-bb12b9dbdda2/ , http://documents.worldbank.org/curated/en/857971548867615099/pdf/134197-WP-MM-V2-SEA-Baseline-Assessment-Hydropower-PUBLIC.pdf",,,,,,
Dawood Banbhore,50,In Operation,2016,Wind,Sindh,PAKISTAN,South Asia,0,Greenfield,Yes,PowerChina,100,Greenfield,No,NA,NA,"http://cpec.gov.pk/project-details/11    http://www.newenergy.org.cn/fn/cydt/201509/t20150911_307349.html,http://cn.oversea.cnki.net/KCMS/detail/detail.aspx?filename=N2012120348000618&dbcode=CYFD&dbname=CYFD",,,,,,
De Aar-I,101,In Operation,2017,Wind,North Cape,SOUTH AFRICA,Africa,0,Greenfield,Yes,Guodian Group,100,Greenfield,No,NA,NA,https://www.timeslive.co.za/news/south-africa/2017-11-30-de-aar-wind-power-projects-start-feeding-electricity-to-northern-cape/,https://www.timeslive.co.za/news/south-africa/2017-11-30-de-aar-wind-power-projects-start-feeding-electricity-to-northern-cape/,,,,,
De Aar-Ii,144,In Operation,2017,Wind,North Cape,SOUTH AFRICA,Africa,0,Greenfield,Yes,Guodian Group,100,Greenfield,No,NA,NA,https://www.timeslive.co.za/news/south-africa/2017-11-30-de-aar-wind-power-projects-start-feeding-electricity-to-northern-cape/,https://www.timeslive.co.za/news/south-africa/2017-11-30-de-aar-wind-power-projects-start-feeding-electricity-to-northern-cape/,,,,,
Delimara 1 Oil,75,In Operation,2015,Oil,,MALTA,Europe/Central Asia,308,M&A,Yes,State Power Investment Corporation,33,M&A,No,NA,NA,http://www.spic.com.cn/jtcynew/jw/,,,,,,
Delimara 2 Gas,37,In Operation,2015,Gas,,MALTA,europe/Central Asia,87,M&A,Yes,State Power Investment Corporation,33,M&A,No,NA,NA,http://www.spic.com.cn/jtcynew/jw/,,,,,,
Delimara 2 Oil,73,In Operation,2015,Oil,,MALTA,Europe/Central Asia,302,M&A,Yes,State Power Investment Corporation,33,M&A,No,NA,NA,http://www.spic.com.cn/jtcynew/jw/,,,,,,
Delimara 3 Gas,12,In Operation,2015,Gas,,MALTA,europe/Central Asia,29,M&A,Yes,State Power Investment Corporation,90,M&A,No,NA,NA,http://www.spic.com.cn/gjyw/qyfl/,,,,,,
Delimara 3 Oil,137,In Operation,2015,Oil,,MALTA,europe/Central Asia,562,M&A,Yes,State Power Investment Corporation,90,M&A,No,NA,NA,http://www.spic.com.cn/gjyw/qyfl/,,,,,,
Delimara Electrogas,210,In Operation,2015,Gas,,MALTA,europe/Central Asia,500,M&A,Yes,State Power Investment Corporation,33,M&A,No,NA,NA,http://www.spic.com.cn/jtcynew/jw/,,,,,,
Delsitanisagua,180,In Operation,2018,Hydropower,Zamora-Chinchipe,ECUADOR,LAC,0,Policy bank only,No,NA,NA,NA,Yes,CDB,Petroecuador,http://online.wsj.com/article/SB10001424052702304314404576412373916029508.html,,,,,,
Dillard Solar,12,In Operation,2015,Solar,CA,USA,North America,0,M&A,Yes,Canadian Solar,100,M&A,No,NA,NA,,,,,,,
Djarmaya Refinery,60,In Operation,2011,Oil,N'Djamena,CHAD,Africa,274,Greenfield,Yes,China National Petroleum Corporation,NA,Greenfield,No,NA,NA,,,,,,,
Djibloho,120,In Operation,2012,Hydropower,Djibloho,EQUATORIAL GUINEA,Africa,0,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,http://gq.mofcom.gov.cn/article/jmxw/200703/20070304466702.shtml,,http://china.aiddata.org/projects/995,,,,
Dourados,11,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Dufferin Wind,73,In Operation,2014,Wind,ON,CANADA,North America,0,Greenfield,Yes,Guodian Group,100,Greenfield,No,NA,NA,,,,,,,
Dumbrava,6,In Operation,2012,Solar,Prahova,ROMANIA,Europe/Central Asia,0,Greenfield,Yes,ReneSola,100,Greenfield,No,NA,NA,,,,,,,
Dunayskaya,43,In Operation,2012,Solar,Odessa,UKRAINE,Europe/Central Asia,0,Greenfield,Yes,China National Building Material,100,Greenfield,No,NA,NA,,,,,,,
Dushanbe-2 No 1-2,100,In Operation,2014,Coal,Dushanbe,TAJIKISTAN,Europe/Central Asia,504,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Barqi Tojik (national integrated power company),https://www.asiaplus.tj/en/news/tajikistan/economic/20161208/234117,,,,,,
Dushanbe-2 No 3-4,300,In Operation,2016,Coal,Dushanbe,TAJIKISTAN,Europe/Central Asia,1512,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Barqi Tojik (national integrated power company),https://www.asiaplus.tj/en/news/tajikistan/economic/20161208/234117,,,,,,
Duyen Hai-1,1245,In Operation,2015,Coal,Tra Vinh,VIETNAM,Southeast Asia,6275,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,https://www.sourcewatch.org/index.php/Duyen_Hai_Power_Generation_Complex,,https://en.wikipedia.org/wiki/Duyên_Hải_Power_Station,,,,
Duyen Hai-2,1200,Under Construction,2021,Coal,Tra Vinh,VIETNAM,Southeast Asia,6048,FDI + Policy bank,Yes,China Huadian Corporation,NA,Greenfield,Yes,Ex-Im Bank,Malakoff Bhd,"http://news.bjx.com.cn/html/20140526/513648.shtml ,https://www.sourcewatch.org/index.php/Duyen_Hai_Power_Generation_Complex#Project_Details ,  https://ppi.worldbank.org/en/snapshots/project/duyen-hai-2-thermal-power-plant-9304",,http://english.vietnamnet.vn/fms/business/192888/china-funds-coal-away-from-home.html,http://bit.ly/1fzuXQK,https://ppi.worldbank.org/snapshots/project/duyen-hai-2-thermal-power-plant-9304,http://news.bjx.com.cn/html/20170609/830053-2.shtml,
Duyen Hai-3,1245,In Operation,2017,Coal,Tra Vinh,VIETNAM,Southeast Asia,6275,Policy bank only,No,NA,NA,NA,Yes,CDB,Vietnam Electricity (EVN),https://www.reuters.com/article/vietnam-energy-plant-idAFL3E7J541T20110805,,,,,,
Dzilam De Bravo,70,In Operation,2019,Wind,YUC,MEXICO,LAC,0,Greenfield,Yes,Envision Energy,100,Greenfield,No,NA,NA,https://www.evwind.es/2019/05/04/wind-energy-in-yucatan-inaugurate-dzilam-bravo-wind-farm-with-66-wind-turbines/67037,https://www.evwind.es/2019/05/04/wind-energy-in-yucatan-inaugurate-dzilam-bravo-wind-farm-with-66-wind-turbines/67037,,,,,
Edevu,51,Under Construction,2020,Hydropower,Central,PAPUA NEW GUINEA,Southeast Asia,0,Policy bank only,No,NA,NA,NA,Yes,CDB,PNG Hydro Development Company Limited,http://www.hnhongyu.com/news/gsxw/326.html,,,,,,
Egmanton Solar,14,In Operation,2016,Solar,Nottinghamshire,UK,Europe/Central Asia,0,M&A,Yes,Panda Green Energy Group,100,M&A,No,NA,NA,,,,,,,
Ekibastuz-2,630,Under Planning,Pending,Coal,Pavlodar,KAZAKHSTAN,Europe/Central Asia,3176,Policy bank only,No,NA,NA,NA,Yes,CDB,Government,https://en.wikipedia.org/wiki/Ekibastuz_GRES-2_Power_Station,,,,,,
El Gaili,190,In Operation,2003,Gas,Khartoum,SUDAN,Africa,534,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,http://globalenergyobservatory.org/geoid/40402,,http://china.aiddata.org/projects/158,https://static1.squarespace.com/static/5652847de4b033f56d2bdc29/t/58ac91ede6f2e1f64a20d11a/1487704559189/eastern+promises+v4.pdf,https://archive.org/stream/PrivacyInContextPoliciesAutomationAndMachineLearning/easternpromisesv4_djvu.txt,,
El Mayo,99,Under Planning,Pending,Solar,SON,MEXICO,LAC,0,Greenfield,Yes,Canadian Solar,Not found,Greenfield,No,NA,NA,"https://www.power-technology.com/news/canadian-solar-mexico/ , https://www.americaeconomia.com/negocios-industrias/kepco-invertira-us315m-para-la-construccion-de-tres-parques-fotovoltaicos-en",,,,,,
El Tambolar,77,Under Construction,2020,Hydropower,San Juan,ARGENTINA,LAC,0,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,https://www.hydroworld.com/articles/2015/10/powerchina-argentina-sign-financing-deal-for-75-mw-el-tambolar-hydropower-plant.html,,https://www.bnamericas.com/en/news/unac-signed-the-contract-for-the-construction-of-the-last-stage-of-el-tambolar,,,,
Eloy Chaves 1,10,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Eloy Chaves 2,11,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Enacel,32,In Operation,2017,Wind,CE,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Esmeraldas,100,In Operation,2014,Oil,Esmeraldas,ECUADOR,LAC,347,Policy bank only,No,NA,NA,NA,Yes,CDB,Petroecuador,http://online.wsj.com/article/SB10001424052702304314404576412373916029508.html  ,,,,,,
Estinnes,72,In Operation,2009,Wind,Hainaut,BELGIUM,Europe/Central Asia,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,http://news.bjx.com.cn/html/20160930/777391.shtml,,,,,,
Eurus-I,30,In Operation,2017,Wind,RN,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Eurus-Iii,30,In Operation,2017,Wind,RN,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Eurus-Vi,8,In Operation,2017,Wind,RN,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
